"","w_cultivar","ID","Year","REP","TRT","percent_necrosis","percent_pycnidia","disease_severity"
"2653","Hereward","WAI900",2019,1,6,18,0,1.5
"2654","Hereward","WAI900",2019,2,6,23,2,2
"2655","Israel_493","WAI900",2019,1,3,75,12,4
"2656","Israel_493","WAI900",2019,2,3,85,15,4
"2657","Kavkaz-K4500L.6.A.4","WAI900",2019,1,12,3,0,1
"2658","Kavkaz-K4500L.6.A.4","WAI900",2019,2,12,15,1,1.5
"2659","Lorikeet","WAI900",2019,1,9,3,0,1
"2660","Lorikeet","WAI900",2019,2,9,5,0,1
"2661","MI696","WAI900",2019,1,13,5,0,1
"2662","MI696","WAI900",2019,2,13,30,3,3
"2663","Milan","WAI900",2019,1,14,28,5,3
"2664","Milan","WAI900",2019,2,14,5,0,1
"2665","Millewa","WAI900",2019,1,15,45,5,3.5
"2666","Millewa","WAI900",2019,2,15,75,3,3.5
"2667","Summit","WAI900",2019,1,16,2,0,1
"2668","Summit","WAI900",2019,2,16,60,3,3.5
"2669","Tadorna","WAI900",2019,1,4,15,8,2
"2670","Tadorna","WAI900",2019,2,4,18,5,1.5
"2671","Thornbill","WAI900",2019,1,18,100,5,5
"2672","Thornbill","WAI900",2019,2,18,90,5,4.5
"2673","Vernopolis","WAI900",2019,1,2,85,10,4.5
"2674","Vernopolis","WAI900",2019,2,2,100,18,5
"2675","W7984","WAI900",2019,1,8,3,0,1
"2676","W7984","WAI900",2019,2,8,8,0,1
"2677","WW11288","WAI900",2019,1,17,75,3,4
"2678","WW11288","WAI900",2019,2,17,15,0,1.5
"2679","WW2449","WAI900",2019,1,10,100,18,5
"2680","WW2449","WAI900",2019,2,10,100,30,5
"2681","Arina","WAI904",2019,1,11,8,2,1.5
"2682","Arina","WAI904",2019,2,11,65,3,3.5
"2683","AUS4203","WAI904",2019,1,19,25,2,2.5
"2684","AUS4203","WAI904",2019,2,19,88,3,4.5
"2685","AUS4204","WAI904",2019,1,20,58,1,3.5
"2686","AUS4204","WAI904",2019,2,20,100,2,5
"2688","Bulgaria_88","WAI904",2019,2,1,23,2,2
"2689","CPI133872","WAI904",2019,1,5,3,0,1
"2690","CPI133872","WAI904",2019,2,5,23,0,2
"2691","Currawong","WAI904",2019,1,7,45,5,3
"2692","Currawong","WAI904",2019,2,7,100,8,5
"2693","Hereward","WAI904",2019,1,6,3,0,1
"2694","Hereward","WAI904",2019,2,6,18,0,2
"2695","Israel_493","WAI904",2019,1,3,85,10,4
"2696","Israel_493","WAI904",2019,2,3,80,5,4
"2697","Kavkaz-K4500L.6.A.4","WAI904",2019,1,12,5,0,1
"2698","Kavkaz-K4500L.6.A.4","WAI904",2019,2,12,25,1,2.5
"2699","Lorikeet","WAI904",2019,1,9,2,0,1
"2700","Lorikeet","WAI904",2019,2,9,2,8,1
"2701","MI696","WAI904",2019,1,13,8,2,1.5
"2702","MI696","WAI904",2019,2,13,85,5,4
"2703","Milan","WAI904",2019,1,14,2,0,1
"2704","Milan","WAI904",2019,2,14,8,0,1
"2705","Millewa","WAI904",2019,1,15,2,0,1
"2706","Millewa","WAI904",2019,2,15,25,2,2
"2707","Summit","WAI904",2019,1,16,8,0,1
"2708","Summit","WAI904",2019,2,16,90,15,4.5
"2709","Tadorna","WAI904",2019,1,4,8,0,1
"2710","Tadorna","WAI904",2019,2,4,18,2,2
"2711","Thornbill","WAI904",2019,1,18,58,5,3.5
"2712","Thornbill","WAI904",2019,2,18,100,15,5
"2713","Vernopolis","WAI904",2019,1,2,85,12,4
"2714","Vernopolis","WAI904",2019,2,2,100,25,5
"2715","W7984","WAI904",2019,1,8,3,0,1
"2716","W7984","WAI904",2019,2,8,15,0,1.5
"2717","WW11288","WAI904",2019,1,17,80,2,4
"2718","WW11288","WAI904",2019,2,17,45,2,3
"2719","WW2449","WAI904",2019,1,10,8,0,1
"2720","WW2449","WAI904",2019,2,10,70,8,3.5
"2721","Arina","WAI910",2019,1,11,2,0,1
"2722","Arina","WAI910",2019,2,11,2,0,1
"2723","AUS4203","WAI910",2019,1,19,95,25,5
"2724","AUS4203","WAI910",2019,2,19,100,5,5
"2725","AUS4204","WAI910",2019,1,20,15,0,1.5
"2726","AUS4204","WAI910",2019,2,20,90,5,4.5
"2727","Bulgaria_88","WAI910",2019,1,1,2,0,1
"2728","Bulgaria_88","WAI910",2019,2,1,25,2,2.5
"2729","CPI133872","WAI910",2019,1,5,3,0,1
"2730","CPI133872","WAI910",2019,2,5,35,0,3
"2731","Currawong","WAI910",2019,1,7,15,8,2
"2732","Currawong","WAI910",2019,2,7,5,0,1
"2733","Hereward","WAI910",2019,1,6,2,0,1
"2734","Hereward","WAI910",2019,2,6,20,2,2
"2735","Israel_493","WAI910",2019,1,3,45,4,3
"2736","Israel_493","WAI910",2019,2,3,55,3,3.5
"2737","Kavkaz-K4500L.6.A.4","WAI910",2019,1,12,5,0,1
"2738","Kavkaz-K4500L.6.A.4","WAI910",2019,2,12,35,3,3
"2739","Lorikeet","WAI910",2019,1,9,2,0,1
"2740","Lorikeet","WAI910",2019,2,9,8,0,1
"2741","MI696","WAI910",2019,1,13,5,0,1
"2742","MI696","WAI910",2019,2,13,12,0,1.5
"2743","Milan","WAI910",2019,1,14,23,2,2
"2744","Milan","WAI910",2019,2,14,33,0,3
"2745","Millewa","WAI910",2019,1,15,15,2,1.5
"2746","Millewa","WAI910",2019,2,15,25,2,2.5
"2747","Summit","WAI910",2019,1,16,8,0,1
"2748","Summit","WAI910",2019,2,16,35,3,3
"2749","Tadorna","WAI910",2019,1,4,18,2,2
"2750","Tadorna","WAI910",2019,2,4,5,2,1.5
"2752","Thornbill","WAI910",2019,2,18,8,0,1
"2753","Vernopolis","WAI910",2019,1,2,90,20,4.5
"2754","Vernopolis","WAI910",2019,2,2,28,5,3
"2755","W7984","WAI910",2019,1,8,2,0,1
"2756","W7984","WAI910",2019,2,8,10,0,1
"2757","WW11288","WAI910",2019,1,17,45,3,3
"2758","WW11288","WAI910",2019,2,17,88,3,4.5
"2759","WW2449","WAI910",2019,1,10,100,35,5
"2760","WW2449","WAI910",2019,2,10,100,35,5
"2761","Arina","WAI915",2019,1,11,2,0,1
"2762","Arina","WAI915",2019,2,11,3,0,1
"2763","AUS4203","WAI915",2019,1,19,88,2,4.5
"2764","AUS4203","WAI915",2019,2,19,60,2,3.5
"2765","AUS4204","WAI915",2019,1,20,100,3,5
"2766","AUS4204","WAI915",2019,2,20,63,0,3.5
"2767","Bulgaria_88","WAI915",2019,1,1,2,0,1
"2768","Bulgaria_88","WAI915",2019,2,1,45,8,3.5
"2769","CPI133872","WAI915",2019,1,5,3,0,1
"2770","CPI133872","WAI915",2019,2,5,5,0,1
"2771","Currawong","WAI915",2019,1,7,23,3,2
"2773","Hereward","WAI915",2019,1,6,25,3,2.5
"2774","Hereward","WAI915",2019,2,6,45,3,3
"2775","Israel_493","WAI915",2019,1,3,8,2,1.5
"2776","Israel_493","WAI915",2019,2,3,53,3,3.5
"2777","Kavkaz-K4500L.6.A.4","WAI915",2019,1,12,0,0,1
"2778","Kavkaz-K4500L.6.A.4","WAI915",2019,2,12,5,0,1
"2779","Lorikeet","WAI915",2019,1,9,1,0,1
"2780","Lorikeet","WAI915",2019,2,9,3,0,1
"2781","MI696","WAI915",2019,1,13,2,0,1
"2782","MI696","WAI915",2019,2,13,8,2,1.5
"2783","Milan","WAI915",2019,1,14,2,0,1
"2784","Milan","WAI915",2019,2,14,8,0,1
"2785","Millewa","WAI915",2019,1,15,45,1,3
"2786","Millewa","WAI915",2019,2,15,15,2,1.5
"2787","Summit","WAI915",2019,1,16,2,0,1
"2788","Summit","WAI915",2019,2,16,15,2,1.5
"2789","Tadorna","WAI915",2019,1,4,8,0,1
"2790","Tadorna","WAI915",2019,2,4,38,3,3
"2791","Thornbill","WAI915",2019,1,18,85,8,4
"2792","Thornbill","WAI915",2019,2,18,15,2,1.5
"2793","Vernopolis","WAI915",2019,1,2,25,2,2.5
"2794","Vernopolis","WAI915",2019,2,2,93,5,4.5
"2795","W7984","WAI915",2019,1,8,3,0,1
"2796","W7984","WAI915",2019,2,8,2,0,1
"2797","WW11288","WAI915",2019,1,17,8,0,1
"2798","WW11288","WAI915",2019,2,17,88,3,4.5
"2799","WW2449","WAI915",2019,1,10,18,5,2
"2800","WW2449","WAI915",2019,2,10,95,3,4.5
"2801","Arina","WAI918",2019,1,11,2,0,1
"2802","Arina","WAI918",2019,2,11,2,0,1
"2803","AUS4203","WAI918",2019,1,19,80,20,4.5
"2804","AUS4203","WAI918",2019,2,19,90,5,4.5
"2805","AUS4204","WAI918",2019,1,20,35,0,3
"2806","AUS4204","WAI918",2019,2,20,95,2,4.5
"2807","Bulgaria_88","WAI918",2019,1,1,20,2,2
"2808","Bulgaria_88","WAI918",2019,2,1,12,2,1.5
"2809","CPI133872","WAI918",2019,1,5,5,0,1
"2810","CPI133872","WAI918",2019,2,5,15,0,1.5
"2812","Currawong","WAI918",2019,2,7,25,2,2.5
"2813","Hereward","WAI918",2019,1,6,45,8,3.5
"2814","Hereward","WAI918",2019,2,6,100,30,5
"2815","Israel_493","WAI918",2019,1,3,35,8,3
"2816","Israel_493","WAI918",2019,2,3,75,8,4
"2817","Kavkaz-K4500L.6.A.4","WAI918",2019,1,12,12,0,1
"2818","Kavkaz-K4500L.6.A.4","WAI918",2019,2,12,23,0,2
"2819","Lorikeet","WAI918",2019,1,9,3,0,1
"2820","Lorikeet","WAI918",2019,2,9,2,0,1
"2821","MI696","WAI918",2019,1,13,15,0,1.5
"2822","MI696","WAI918",2019,2,13,20,2,2
"2823","Milan","WAI918",2019,1,14,45,0,3
"2824","Milan","WAI918",2019,2,14,50,2,3.5
"2825","Millewa","WAI918",2019,1,15,95,5,5
"2826","Millewa","WAI918",2019,2,15,58,8,3.5
"2827","Summit","WAI918",2019,1,16,25,1,2.5
"2828","Summit","WAI918",2019,2,16,90,25,4.5
"2829","Tadorna","WAI918",2019,1,4,2,0,1
"2830","Tadorna","WAI918",2019,2,4,70,8,3.5
"2831","Thornbill","WAI918",2019,1,18,12,0,1
"2832","Thornbill","WAI918",2019,2,18,28,2,3
"2833","Vernopolis","WAI918",2019,1,2,88,30,4.5
"2834","Vernopolis","WAI918",2019,2,2,95,8,5
"2835","W7984","WAI918",2019,1,8,5,0,1
"2836","W7984","WAI918",2019,2,8,15,0,1.5
"2837","WW11288","WAI918",2019,1,17,23,2,2
"2838","WW11288","WAI918",2019,2,17,80,4,4
"2839","WW2449","WAI918",2019,1,10,95,10,5
"2840","WW2449","WAI918",2019,2,10,95,18,5
"2841","Arina","WAI919",2019,1,11,5,0,1
"2842","Arina","WAI919",2019,2,11,3,0,1
"2843","AUS4203","WAI919",2019,1,19,85,2,4
"2844","AUS4203","WAI919",2019,2,19,88,2,4.5
"2845","AUS4204","WAI919",2019,1,20,100,3,5
"2847","Bulgaria_88","WAI919",2019,1,1,90,20,4.5
"2848","Bulgaria_88","WAI919",2019,2,1,45,5,3
"2849","CPI133872","WAI919",2019,1,5,30,1,3
"2850","CPI133872","WAI919",2019,2,5,12,0,1.5
"2851","Currawong","WAI919",2019,1,7,3,0,1
"2852","Currawong","WAI919",2019,2,7,8,0,1
"2853","Hereward","WAI919",2019,1,6,15,0,1.5
"2854","Hereward","WAI919",2019,2,6,90,8,4.5
"2855","Israel_493","WAI919",2019,1,3,100,18,5
"2856","Israel_493","WAI919",2019,2,3,100,8,5
"2857","Kavkaz-K4500L.6.A.4","WAI919",2019,1,12,2,0,1
"2859","Lorikeet","WAI919",2019,1,9,1,0,1
"2860","Lorikeet","WAI919",2019,2,9,3,0,1
"2861","MI696","WAI919",2019,1,13,95,5,5
"2862","MI696","WAI919",2019,2,13,95,5,5
"2863","Milan","WAI919",2019,1,14,55,4,3.5
"2864","Milan","WAI919",2019,2,14,28,2,3
"2865","Millewa","WAI919",2019,1,15,38,3,3
"2866","Millewa","WAI919",2019,2,15,23,2,2
"2867","Summit","WAI919",2019,1,16,50,8,3.5
"2868","Summit","WAI919",2019,2,16,40,8,3
"2869","Tadorna","WAI919",2019,1,4,25,2,2.5
"2870","Tadorna","WAI919",2019,2,4,15,3,1.5
"2871","Thornbill","WAI919",2019,1,18,70,3,3
"2872","Thornbill","WAI919",2019,2,18,98,25,5
"2873","Vernopolis","WAI919",2019,1,2,100,15,5
"2874","Vernopolis","WAI919",2019,2,2,85,5,4.5
"2875","W7984","WAI919",2019,1,8,15,0,1.5
"2876","W7984","WAI919",2019,2,8,18,0,1.5
"2877","WW11288","WAI919",2019,1,17,33,2,3
"2878","WW11288","WAI919",2019,2,17,95,8,5
"2879","WW2449","WAI919",2019,1,10,100,25,5
"2880","WW2449","WAI919",2019,2,10,100,15,5
"2881","Arina","WAI927",2019,1,11,2,0,1
"2882","Arina","WAI927",2019,2,11,2,0,1
"2883","AUS4203","WAI927",2019,1,19,95,8,5
"2884","AUS4203","WAI927",2019,2,19,95,1,4.5
"2885","AUS4204","WAI927",2019,1,20,100,2,5
"2886","AUS4204","WAI927",2019,2,20,85,1,4
"2887","Bulgaria_88","WAI927",2019,1,1,2,0,1
"2888","Bulgaria_88","WAI927",2019,2,1,45,5,3
"2889","CPI133872","WAI927",2019,1,5,2,0,1
"2890","CPI133872","WAI927",2019,2,5,8,0,1
"2891","Currawong","WAI927",2019,1,7,2,0,1
"2892","Currawong","WAI927",2019,2,7,8,0,1
"2893","Hereward","WAI927",2019,1,6,95,5,5
"2894","Hereward","WAI927",2019,2,6,65,5,3.5
"2895","Israel_493","WAI927",2019,1,3,95,20,5
"2896","Israel_493","WAI927",2019,2,3,100,3,5
"2897","Kavkaz-K4500L.6.A.4","WAI927",2019,1,12,3,0,1
"2898","Kavkaz-K4500L.6.A.4","WAI927",2019,2,12,2,0,1
"2899","Lorikeet","WAI927",2019,1,9,2,0,1
"2900","Lorikeet","WAI927",2019,2,9,3,0,1
"2901","MI696","WAI927",2019,1,13,2,0,1
"2902","MI696","WAI927",2019,2,13,5,0,1
"2903","Milan","WAI927",2019,1,14,23,2,2
"2904","Milan","WAI927",2019,2,14,8,0,1
"2905","Millewa","WAI927",2019,1,15,85,5,4
"2906","Millewa","WAI927",2019,2,15,50,5,3.5
"2907","Summit","WAI927",2019,1,16,15,0,1.5
"2908","Summit","WAI927",2019,2,16,12,0,1.5
"2909","Tadorna","WAI927",2019,1,4,3,0,1
"2910","Tadorna","WAI927",2019,2,4,55,5,3.5
"2911","Thornbill","WAI927",2019,1,18,12,0,1
"2912","Thornbill","WAI927",2019,2,18,15,1,1.5
"2913","Vernopolis","WAI927",2019,1,2,90,15,4.5
"2914","Vernopolis","WAI927",2019,2,2,98,12,5
"2915","W7984","WAI927",2019,1,8,5,0,1
"2916","W7984","WAI927",2019,2,8,8,0,1
"2917","WW11288","WAI927",2019,1,17,8,0,1
"2918","WW11288","WAI927",2019,2,17,90,4,4.5
"2920","WW2449","WAI927",2019,2,10,100,23,5
"2921","Arina","WAI1012",2019,1,11,0,0,1
"2922","Arina","WAI1012",2019,2,11,0,0,1
"2923","AUS4203","WAI1012",2019,1,19,18,5,2
"2924","AUS4203","WAI1012",2019,2,19,45,5,3
"2925","AUS4204","WAI1012",2019,1,20,2,0,1
"2926","AUS4204","WAI1012",2019,2,20,70,2,3.5
"2927","Bulgaria_88","WAI1012",2019,1,1,0,0,1
"2928","Bulgaria_88","WAI1012",2019,2,1,2,0,1
"2929","CPI133872","WAI1012",2019,1,5,3,0,1
"2930","CPI133872","WAI1012",2019,2,5,5,0,1
"2931","Currawong","WAI1012",2019,1,7,2,0,1
"2932","Currawong","WAI1012",2019,2,7,3,0,1
"2933","Hereward","WAI1012",2019,1,6,2,0,1
"2934","Hereward","WAI1012",2019,2,6,28,8,3
"2935","Israel_493","WAI1012",2019,1,3,3,0,1
"2936","Israel_493","WAI1012",2019,2,3,35,3,3
"2937","Kavkaz-K4500L.6.A.4","WAI1012",2019,1,12,0,0,1
"2938","Kavkaz-K4500L.6.A.4","WAI1012",2019,2,12,0,0,1
"2939","Lorikeet","WAI1012",2019,1,9,2,0,1
"2940","Lorikeet","WAI1012",2019,2,9,2,0,1
"2941","MI696","WAI1012",2019,1,13,0,0,1
"2942","MI696","WAI1012",2019,2,13,0,0,1
"2943","Milan","WAI1012",2019,1,14,2,0,1
"2944","Milan","WAI1012",2019,2,14,2,0,1
"2945","Millewa","WAI1012",2019,1,15,2,0,1
"2946","Millewa","WAI1012",2019,2,15,5,1,1.5
"2947","Summit","WAI1012",2019,1,16,2,0,1
"2948","Summit","WAI1012",2019,2,16,0,0,1
"2949","Tadorna","WAI1012",2019,1,4,0,0,1
"2950","Tadorna","WAI1012",2019,2,4,5,2,1.5
"2951","Thornbill","WAI1012",2019,1,18,5,0,1
"2952","Thornbill","WAI1012",2019,2,18,35,15,3.5
"2953","Vernopolis","WAI1012",2019,1,2,3,0,1
"2954","Vernopolis","WAI1012",2019,2,2,75,25,4
"2955","W7984","WAI1012",2019,1,8,0,0,1
"2956","W7984","WAI1012",2019,2,8,2,0,1
"2957","WW11288","WAI1012",2019,1,17,10,0,1
"2958","WW11288","WAI1012",2019,2,17,18,1,2
"2959","WW2449","WAI1012",2019,1,10,95,3,5
"2960","WW2449","WAI1012",2019,2,10,85,3,4
"2961","Arina","WAI1822",2019,1,11,0,0,1
"2962","Arina","WAI1822",2019,2,11,0,0,1
"2963","AUS4203","WAI1822",2019,1,19,40,8,3.5
"2964","AUS4203","WAI1822",2019,2,19,65,5,3.5
"2965","AUS4204","WAI1822",2019,1,20,12,0,1.5
"2966","AUS4204","WAI1822",2019,2,20,50,1,3.5
"2967","Bulgaria_88","WAI1822",2019,1,1,0,0,1
"2968","Bulgaria_88","WAI1822",2019,2,1,85,5,4
"2969","CPI133872","WAI1822",2019,1,5,3,0,1
"2970","CPI133872","WAI1822",2019,2,5,5,0,1
"2971","Currawong","WAI1822",2019,1,7,0,0,1
"2972","Currawong","WAI1822",2019,2,7,2,0,1
"2973","Hereward","WAI1822",2019,1,6,2,0,1
"2974","Hereward","WAI1822",2019,2,6,8,3,1.5
"2975","Israel_493","WAI1822",2019,1,3,2,0,1
"2976","Israel_493","WAI1822",2019,2,3,45,6,3.5
"2977","Kavkaz-K4500L.6.A.4","WAI1822",2019,1,12,0,0,1
"2978","Kavkaz-K4500L.6.A.4","WAI1822",2019,2,12,23,1,2
"2979","Lorikeet","WAI1822",2019,1,9,5,0,1
"2980","Lorikeet","WAI1822",2019,2,9,2,0,1
"2981","MI696","WAI1822",2019,1,13,0,0,1
"2982","MI696","WAI1822",2019,2,13,0,0,1
"2983","Milan","WAI1822",2019,1,14,0,0,1
"2984","Milan","WAI1822",2019,2,14,0,0,1
"2985","Millewa","WAI1822",2019,1,15,0,0,1
"2986","Millewa","WAI1822",2019,2,15,23,4,2
"2987","Summit","WAI1822",2019,1,16,0,0,1
"2988","Summit","WAI1822",2019,2,16,0,0,1
"2989","Tadorna","WAI1822",2019,1,4,1,0,1
"2990","Tadorna","WAI1822",2019,2,4,0,0,1
"2991","Thornbill","WAI1822",2019,1,18,25,15,3
"2992","Thornbill","WAI1822",2019,2,18,55,5,3.5
"2993","Vernopolis","WAI1822",2019,1,2,2,0,1
"2994","Vernopolis","WAI1822",2019,2,2,0,0,1
"2995","W7984","WAI1822",2019,1,8,3,0,1
"2996","W7984","WAI1822",2019,2,8,2,0,1
"2997","WW11288","WAI1822",2019,1,17,18,2,2
"2998","WW11288","WAI1822",2019,2,17,8,0,1
"2999","WW2449","WAI1822",2019,1,10,50,5,3.5
"3000","WW2449","WAI1822",2019,2,10,100,30,5
"3001","Arina","WAI1876",2019,1,11,0,0,1
"3002","Arina","WAI1876",2019,2,11,0,0,1
"3003","AUS4203","WAI1876",2019,1,19,18,2,2
"3004","AUS4203","WAI1876",2019,2,19,100,25,5
"3005","AUS4204","WAI1876",2019,1,20,35,4,3
"3006","AUS4204","WAI1876",2019,2,20,100,12,5
"3007","Bulgaria_88","WAI1876",2019,1,1,2,0,1
"3008","Bulgaria_88","WAI1876",2019,2,1,5,0,1
"3009","CPI133872","WAI1876",2019,1,5,5,0,1
"3010","CPI133872","WAI1876",2019,2,5,3,0,1
"3011","Currawong","WAI1876",2019,1,7,0,0,1
"3012","Currawong","WAI1876",2019,2,7,100,35,5
"3013","Hereward","WAI1876",2019,1,6,0,0,1
"3014","Hereward","WAI1876",2019,2,6,100,50,5
"3015","Israel_493","WAI1876",2019,1,3,8,2,1.5
"3016","Israel_493","WAI1876",2019,2,3,100,18,5
"3017","Kavkaz-K4500L.6.A.4","WAI1876",2019,1,12,0,0,1
"3018","Kavkaz-K4500L.6.A.4","WAI1876",2019,2,12,1,0,1
"3019","Lorikeet","WAI1876",2019,1,9,2,0,1
"3020","Lorikeet","WAI1876",2019,2,9,2,0,1
"3021","MI696","WAI1876",2019,1,13,8,0,1
"3022","MI696","WAI1876",2019,2,13,2,0,1
"3023","Milan","WAI1876",2019,1,14,2,0,1
"3024","Milan","WAI1876",2019,2,14,8,3,1.5
"3025","Millewa","WAI1876",2019,1,15,3,0,1
"3026","Millewa","WAI1876",2019,2,15,3,0,1
"3027","Summit","WAI1876",2019,1,16,3,0,1
"3028","Summit","WAI1876",2019,2,16,100,35,5
"3029","Tadorna","WAI1876",2019,1,4,2,0,1
"3030","Tadorna","WAI1876",2019,2,4,15,5,2
"3031","Thornbill","WAI1876",2019,1,18,8,0,1.5
"3032","Thornbill","WAI1876",2019,2,18,100,3,5
"3033","Vernopolis","WAI1876",2019,1,2,65,15,4
"3034","Vernopolis","WAI1876",2019,2,2,100,10,5
"3035","W7984","WAI1876",2019,1,8,0,0,1
"3036","W7984","WAI1876",2019,2,8,3,0,1
"3037","WW11288","WAI1876",2019,1,17,8,1,1
"3038","WW11288","WAI1876",2019,2,17,20,3,2
"3039","WW2449","WAI1876",2019,1,10,100,15,5
"3040","WW2449","WAI1876",2019,2,10,100,30,5
"3041","Arina","WAI1877",2019,1,11,2,0,1
"3042","Arina","WAI1877",2019,2,11,0,0,1
"3043","AUS4203","WAI1877",2019,1,19,25,3,2.5
"3044","AUS4203","WAI1877",2019,2,19,8,0,1
"3045","AUS4204","WAI1877",2019,1,20,5,0,1
"3046","AUS4204","WAI1877",2019,2,20,50,1,3.5
"3047","Bulgaria_88","WAI1877",2019,1,1,1,0,1
"3048","Bulgaria_88","WAI1877",2019,2,1,80,3,4
"3049","CPI133872","WAI1877",2019,1,5,2,0,1
"3050","CPI133872","WAI1877",2019,2,5,3,0,1
"3051","Currawong","WAI1877",2019,1,7,5,2,1.5
"3052","Currawong","WAI1877",2019,2,7,100,35,5
"3053","Hereward","WAI1877",2019,1,6,5,1,1.5
"3054","Hereward","WAI1877",2019,2,6,30,4,3
"3055","Israel_493","WAI1877",2019,1,3,2,0,1
"3056","Israel_493","WAI1877",2019,2,3,80,5,4
"3057","Kavkaz-K4500L.6.A.4","WAI1877",2019,1,12,3,0,1
"3058","Kavkaz-K4500L.6.A.4","WAI1877",2019,2,12,2,0,1
"3059","Lorikeet","WAI1877",2019,1,9,2,0,1
"3060","Lorikeet","WAI1877",2019,2,9,5,0,1
"3061","MI696","WAI1877",2019,1,13,0,0,1
"3062","MI696","WAI1877",2019,2,13,0,0,1
"3063","Milan","WAI1877",2019,1,14,1,0,1
"3064","Milan","WAI1877",2019,2,14,50,3,3.5
"3065","Millewa","WAI1877",2019,1,15,15,2,2
"3066","Millewa","WAI1877",2019,2,15,45,4,3
"3067","Summit","WAI1877",2019,1,16,15,3,2
"3068","Summit","WAI1877",2019,2,16,48,8,3.5
"3069","Tadorna","WAI1877",2019,1,4,8,2,1.5
"3070","Tadorna","WAI1877",2019,2,4,2,0,1
"3071","Thornbill","WAI1877",2019,1,18,1,0,1
"3072","Thornbill","WAI1877",2019,2,18,100,3,5
"3073","Vernopolis","WAI1877",2019,1,2,3,0,1
"3074","Vernopolis","WAI1877",2019,2,2,63,2,3.5
"3075","W7984","WAI1877",2019,1,8,3,0,1
"3076","W7984","WAI1877",2019,2,8,2,0,1
"3077","WW11288","WAI1877",2019,1,17,8,0,1
"3078","WW11288","WAI1877",2019,2,17,8,0,1
"3079","WW2449","WAI1877",2019,1,10,85,8,4.5
"3080","WW2449","WAI1877",2019,2,10,100,20,5
"3161","Arina","WAI1895",2019,1,11,1,0,1
"3162","Arina","WAI1895",2019,2,11,2,0,1
"3163","AUS4203","WAI1895",2019,1,19,95,4,5
"3164","AUS4203","WAI1895",2019,2,19,100,15,5
"3165","AUS4204","WAI1895",2019,1,20,100,4,5
"3166","AUS4204","WAI1895",2019,2,20,100,2,5
"3167","Bulgaria_88","WAI1895",2019,1,1,0,0,1
"3168","Bulgaria_88","WAI1895",2019,2,1,95,20,5
"3169","CPI133872","WAI1895",2019,1,5,3,0,1
"3170","CPI133872","WAI1895",2019,2,5,5,0,1
"3171","Currawong","WAI1895",2019,1,7,85,23,4.5
"3172","Currawong","WAI1895",2019,2,7,100,35,5
"3173","Hereward","WAI1895",2019,1,6,3,0,1
"3174","Hereward","WAI1895",2019,2,6,3,0,1
"3175","Israel_493","WAI1895",2019,1,3,60,3,3.5
"3176","Israel_493","WAI1895",2019,2,3,100,20,5
"3177","Kavkaz-K4500L.6.A.4","WAI1895",2019,1,12,8,2,1.5
"3178","Kavkaz-K4500L.6.A.4","WAI1895",2019,2,12,10,5,1.5
"3179","Lorikeet","WAI1895",2019,1,9,2,0,1
"3180","Lorikeet","WAI1895",2019,2,9,3,0,1
"3181","MI696","WAI1895",2019,1,13,8,0,1
"3182","MI696","WAI1895",2019,2,13,1,0,1
"3183","Milan","WAI1895",2019,1,14,15,15,3
"3184","Milan","WAI1895",2019,2,14,5,0,1
"3185","Millewa","WAI1895",2019,1,15,95,5,5
"3186","Millewa","WAI1895",2019,2,15,95,8,5
"3187","Summit","WAI1895",2019,1,16,3,0,1
"3188","Summit","WAI1895",2019,2,16,100,45,5
"3189","Tadorna","WAI1895",2019,1,4,8,8,2
"3190","Tadorna","WAI1895",2019,2,4,10,5,1.5
"3191","Thornbill","WAI1895",2019,1,18,80,1,4
"3192","Thornbill","WAI1895",2019,2,18,100,2,5
"3193","Vernopolis","WAI1895",2019,1,2,30,10,3
"3194","Vernopolis","WAI1895",2019,2,2,100,30,5
"3195","W7984","WAI1895",2019,1,8,1,0,1
"3196","W7984","WAI1895",2019,2,8,3,0,1
"3197","WW11288","WAI1895",2019,1,17,85,3,4
"3198","WW11288","WAI1895",2019,2,17,25,5,2.5
"3199","WW2449","WAI1895",2019,1,10,70,10,4
"3200","WW2449","WAI1895",2019,2,10,100,35,5
"3201","Arina","WAI1903",2019,1,11,0,0,1
"3202","Arina","WAI1903",2019,2,11,0,0,1
"3203","AUS4203","WAI1903",2019,1,19,85,10,4
"3204","AUS4203","WAI1903",2019,2,19,100,8,5
"3205","AUS4204","WAI1903",2019,1,20,95,1,5
"3206","AUS4204","WAI1903",2019,2,20,100,3,5
"3207","Bulgaria_88","WAI1903",2019,1,1,5,0,1
"3208","Bulgaria_88","WAI1903",2019,2,1,8,0,1
"3209","CPI133872","WAI1903",2019,1,5,5,0,1
"3210","CPI133872","WAI1903",2019,2,5,3,0,1
"3211","Currawong","WAI1903",2019,1,7,8,2,1.5
"3213","Hereward","WAI1903",2019,1,6,85,25,4.5
"3214","Hereward","WAI1903",2019,2,6,100,35,5
"3215","Israel_493","WAI1903",2019,1,3,85,8,4
"3216","Israel_493","WAI1903",2019,2,3,100,15,5
"3217","Kavkaz-K4500L.6.A.4","WAI1903",2019,1,12,8,2,1.5
"3218","Kavkaz-K4500L.6.A.4","WAI1903",2019,2,12,10,2,1.5
"3219","Lorikeet","WAI1903",2019,1,9,3,0,1
"3220","Lorikeet","WAI1903",2019,2,9,2,0,1
